gender,workActivity,occupationIndustry,totalIncome,relationshipStatus,habitationStatus,schoolAttendance,schools,age,cust_id_new,em_elig,dm_elig,lang
Female,fulltime,5312 Offices of real estate agents and brokers,89461.95,Divorced,With Parent,,,59,145132,N,Y,E
Male,parttime,5617 Services to buildings and dwellings,406756.75,Single,With Parent,College,,26,145133,Y,Y,E
Female,fulltime,Retired,421690.2,Married,With Spouse,,,42,145134,Y,Y,F
Other,parttime,5231 Securities and commodity contracts intermediation and brokerage,426800.45,Married,With Spouse,,,70,145135,Y,N,E
Male,parttime,5239 Other financial investment activities,413872.87,Single,With Parent,Apprenticeship,,31,145136,N,Y,E
Male,fulltime,5221 Depository credit intermediation,50897,Divorced,,,,41,145137,Y,Y,F
Other,fulltime,4851 Urban transit systems,70716,Married,With Spouse,,,42,145138,Y,Y,E
Female,fulltime,4461 Health and personal care stores,429099.4,Single,,Apprenticeship,,28,145139,Y,Y,E
Male,fulltime,5172 Wireless telecommunications carriers (except satellite),116066.5,Married,With Spouse,,,43,145140,N,N,F
Male,parttime,6213 Offices of other health practitioners,416324.77,Married,With Spouse,Apprenticeship,,31,145141,Y,Y,E
Female,fulltime,Retired,423906.4,Single,,,,54,145142,Y,Y,E
Other,parttime,7222 Limited-service restaurants,430552.05,Divorced,With Spouse,,,56,145143,Y,Y,F
Male,fulltime,,400000,Single,With Parent,Apprenticeship,,27,145144,N,Y,E
Male,fulltime,Retired,40372.5,Married,With Spouse,,,78,145145,Y,N,E
Male,fulltime,5313 Activities related to real estate,38753,Single,,,,36,145146,Y,Y,F
Female,parttime,"5418 Advertising, public relations, and related services",430874.05,Married,With Spouse,,,63,145147,Y,Y,E
Female,fulltime,7139 Other amusement and recreation industries,45267.2,Married,With Spouse,,,50,145148,N,Y,E
Male,fulltime,Retired,414678.3,Married,With Spouse,,,53,145149,Y,Y,F
Male,parttime,"9130 Local, municipal and regional public administration (9131 and 9",408711.67,Single,With Parent,Apprenticeship,,34,145150,Y,N,E
Male,fulltime,7221 Full-service restaurants,42173,Married,With Spouse,,,43,145151,Y,Y,E
Other,parttime,"4145 Pharmaceuticals, toiletries, cosmetics and sundries wholesaler-",423385.2,Married,With Spouse,,,66,145152,N,Y,F
Female,parttime,5171 Wired telecommunications carriers,417075.85,Single,With Spouse,Apprenticeship,,33,145153,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Middle,1,27,145154,Y,Y,E
Other,fulltime,4143 Home furnishings wholesaler-distributors,426911,Married,With Spouse,,,39,145155,Y,N,F
Female,fulltime,,400000,Married,With Spouse,,,42,145156,N,Y,E
Female,parttime,6111 Elementary and secondary schools,409823.11,Single,With Spouse,Apprenticeship,,32,145157,Y,Y,E
Male,parttime,7221 Full-service restaurants,408865.78,Single,With Parent,Apprenticeship,,30,145158,Y,Y,F
Female,parttime,7211 Traveller accommodations,417644.45,Widowed,Group,,,55,145159,Y,Y,E
Male,fulltime,Retired,56249.2,Separate,,,,46,145160,N,N,E
Male,fulltime,5221 Depository credit intermediation,425924.47,Single,Group,College,,25,145161,Y,Y,F
Female,fulltime,Retired,432741.1,Married,With Spouse,,,52,145162,Y,Y,E
Female,parttime,5171 Wired telecommunications carriers,410903.2,Single,With Parent,College,,25,145163,Y,Y,E
Male,fulltime,,400000,Single,With Parent,Secondary,1,28,145164,N,Y,F
Male,parttime,3341 Computer and peripheral equipment manufacturing,408284,Married,With Spouse,,,70,145165,Y,N,E
Male,fulltime,3116 Meat product manufacturing,39863.6,Divorced,With Spouse,,,55,145166,Y,Y,E
Female,fulltime,6116 Other school and instruction,108607.15,Separate,,,,56,145167,Y,Y,F
Female,parttime,4442 Lawn and garden equipment and supplies stores,431398.45,Married,With Spouse,,,66,145168,N,Y,E
Female,fulltime,6111 Elementary and secondary schools,69255,Married,With Spouse,,,42,145169,Y,Y,E
Male,fulltime,3118 Bakeries and tortilla manufacturing,53558.95,Married,With Spouse,,,58,145170,Y,N,F
Female,fulltime,6111 Elementary and secondary schools,36265,Married,With Spouse,,,40,145171,Y,Y,E
Male,fulltime,Retired,421885.5,Married,With Spouse,,,74,145172,N,Y,E
Other,fulltime,7139 Other amusement and recreation industries,45492.85,Married,With Spouse,,,60,145173,Y,Y,F
Male,fulltime,8114 Personal and household goods repair and maintenance,68811.6,Married,With Spouse,,,48,145174,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Apprenticeship,,33,145175,Y,N,E
Male,fulltime,,400000,Married,With Spouse,,,51,145176,N,Y,F
Female,fulltime,,400000,Married,With Spouse,,,50,145177,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Middle,1,26,145178,Y,Y,E
Female,fulltime,,400000,Single,With Parent,College,,33,145179,Y,Y,F
Male,fulltime,5231 Securities and commodity contracts intermediation and brokerage,428210.71,Single,With Spouse,Apprenticeship,,32,145180,N,N,E
Female,fulltime,"4179 Other machinery, equipment and supplies wholesaler-distributors",38640,Single,With Spouse,,,40,145181,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,29,145182,Y,Y,F
Other,parttime,5171 Wired telecommunications carriers,407775.79,Married,With Spouse,Apprenticeship,,34,145183,Y,Y,E
Female,parttime,6113 Universities,411076.78,Married,With Spouse,Apprenticeship,,33,145184,N,Y,E
Female,parttime,3261 Plastic product manufacturing,407694.61,Single,With Parent,College,,34,145185,Y,N,F
Male,fulltime,"4141 Textile, clothing and footwear wholesaler-distributors",429320,Married,With Spouse,,,43,145186,Y,Y,E
Male,fulltime,Retired,80911.6,Widowed,,,,43,145187,Y,Y,E
Male,parttime,9120 Provincial and territorial public administration (9121 to 9129),407744.77,Single,With Parent,Apprenticeship,,32,145188,N,Y,F
Female,fulltime,"9130 Local, municipal and regional public administration (9131 and 9",434281.72,Single,Group,Apprenticeship,,31,145189,Y,Y,E
Male,fulltime,5313 Activities related to real estate,42035.4,Married,,,,44,145190,Y,N,E
Male,fulltime,4131 Food wholesaler-distributors,47560.7,Married,With Spouse,,,52,145191,Y,Y,F
Male,fulltime,3372 Office furniture (including fixtures) manufacturing,164303,Single,,,,43,145192,N,Y,E
Other,fulltime,"5416 Management, scientific and technical consulting services",77184.65,Married,With Spouse,,,65,145193,Y,Y,E
Male,fulltime,,400000,Married,With Spouse,,,63,145194,Y,Y,F
Female,fulltime,6116 Other school and instruction,429247.57,Single,With Spouse,Apprenticeship,,30,145195,Y,N,E
Female,fulltime,Retired,428272.3,Married,With Spouse,,,40,145196,N,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,28,145197,Y,Y,F
Other,fulltime,Retired,415159.9,Married,With Spouse,,,40,145198,Y,Y,E
Female,fulltime,8132 Grant-making and giving services,47129.5,Married,With Spouse,,,66,145199,Y,Y,E
Female,fulltime,8122 Funeral services,109463.2,Divorced,,,,47,145200,N,N,F
Male,fulltime,Retired,409484.3,Married,With Spouse,,,43,145201,Y,Y,E
Male,parttime,2122 Metal ore mining,429505.3,Married,With Spouse,,,49,145202,Y,Y,E
Female,parttime,6111 Elementary and secondary schools,425408.1,Married,With Spouse,,,61,145203,Y,Y,F
Female,fulltime,"9130 Local, municipal and regional public administration (9131 and 9",433096.69,Single,Group,College,,25,145204,N,Y,E
Female,fulltime,,400000,Separate,,,,61,145205,Y,N,E
Other,fulltime,Retired,414425.6,Married,With Spouse,,,75,145206,Y,Y,F
Male,fulltime,,400000,Single,With Parent,Secondary,1,28,145207,Y,Y,E
Male,parttime,"5111 Newspaper, periodical, book and director publishers",424857.7,Single,Group,,,71,145208,N,Y,E
Male,fulltime,6220 Hospitals (6221 to 6223),35915,Married,With Spouse,,,45,145209,Y,Y,F
Female,parttime,4422 Home furniture stores,411453.97,Single,With Parent,College,,34,145210,Y,N,E
Female,fulltime,5191 Other information services,107837.8,Divorced,With Parent,,,62,145211,Y,Y,E
Other,fulltime,6111 Elementary and secondary schools,40384,Married,With Spouse,,,37,145212,N,Y,F
Male,fulltime,4189 Other miscellaneous wholesaler-distributors,47611,Married,,,,38,145213,Y,Y,E
Male,parttime,5172 Wireless telecommunications carriers (except satellite),416169,Married,With Spouse,,,67,145214,Y,Y,E
Male,fulltime,"9130 Local, municipal and regional public administration (9131 and 9",58975.4,Married,With Spouse,,,50,145215,Y,N,F
Female,fulltime,,400000,Single,With Parent,Middle,1,27,145216,N,Y,E
Male,fulltime,,400000,Single,With Spouse,Apprenticeship,,30,145217,Y,Y,E
Female,fulltime,5221 Depository credit intermediation,71794.5,Separate,Group,,,55,145218,Y,Y,F
Male,parttime,5223 Activities related to credit intermediation,410830.6,Single,Group,Apprenticeship,,28,145219,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,28,145220,N,N,E
Female,parttime,"9130 Local, municipal and regional public administration (9131 and 9",412408.99,Single,With Parent,Apprenticeship,,31,145221,Y,Y,F
Female,fulltime,5239 Other financial investment activities,84076,Single,Group,,,36,145222,Y,Y,E
Female,fulltime,6111 Elementary and secondary schools,42809.9,Married,With Spouse,,,58,145223,Y,Y,E
Female,parttime,4451 Grocery stores,429654.9,Separate,With Spouse,,,53,145224,N,Y,F
Other,fulltime,"4179 Other machinery, equipment and supplies wholesaler-distributors",57856.5,Married,With Spouse,,,62,145225,Y,N,E
Other,fulltime,Retired,415645,Married,With Spouse,,,78,145226,Y,Y,E
Female,fulltime,2122 Metal ore mining,71587.5,Divorced,Group,,,61,145227,Y,Y,F
Female,fulltime,"5412 Accounting, tax preparation, bookkeeping and payroll services",433385.77,Single,With Spouse,Apprenticeship,,33,145228,N,Y,E
Male,fulltime,7221 Full-service restaurants,421669.45,Single,,College,,34,145229,Y,Y,E
Female,fulltime,,400000,Married,With Spouse,,,52,145230,Y,N,F
Male,fulltime,,400000,Single,With Parent,Secondary,1,29,145231,Y,Y,E
Male,fulltime,4851 Urban transit systems,40799.65,Married,With Spouse,,,65,145232,N,Y,E
Male,fulltime,5619 Other support services,44415,Married,With Spouse,,,41,145233,Y,Y,F
Male,fulltime,,400000,Single,With Parent,Secondary,1,28,145234,Y,Y,E
Male,fulltime,Retired,419047,Married,With Spouse,,,45,145235,Y,N,E
Female,fulltime,"9130 Local, municipal and regional public administration (9131 and 9",144975.9,Married,With Spouse,,,63,145236,N,Y,F
Other,fulltime,"5413 Architectural, engineering and related services",37428,Married,With Spouse,,,42,145237,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,30,145238,Y,Y,E
Male,fulltime,,400000,Married,With Spouse,,,60,145239,Y,Y,F
Female,parttime,4851 Urban transit systems,406364.71,Single,With Parent,Apprenticeship,,27,145240,N,N,E
Male,fulltime,Retired,420140.4,Married,With Spouse,,,45,145241,Y,Y,E
Other,fulltime,Retired,62953.1,Widowed,Group,,,68,145242,Y,Y,F
Female,fulltime,Retired,57595.3,Married,With Spouse,,,78,145243,Y,Y,E
Female,fulltime,5221 Depository credit intermediation,73162.1,Divorced,Group,,,53,145244,N,Y,E
Female,fulltime,,400000,Separate,With Parent,,,48,145245,Y,N,F
Male,parttime,9112-9119 Other federal services,429959.8,Separate,With Parent,,,55,145246,Y,Y,E
Female,fulltime,5411 Legal services,95460.2,Divorced,,,,51,145247,Y,Y,E
Female,fulltime,6230 Nursing and residential care facilities (6231 to 6239),49916.9,Married,With Spouse,,,54,145248,N,Y,F
Female,fulltime,3359 Other electrical equipment and component manufacturing,428787,Divorced,With Spouse,,,41,145249,Y,Y,E
Female,parttime,"5416 Management, scientific and technical consulting services",414810.5,Married,With Spouse,,,72,145250,Y,N,E
Other,fulltime,Retired,414933.1,Married,With Spouse,,,44,145251,Y,Y,F
Other,parttime,5172 Wireless telecommunications carriers (except satellite),414302.25,Married,With Spouse,,,66,145252,N,Y,E
Female,parttime,6244 Child day-care services,409357.48,Single,With Parent,College,,34,145253,Y,Y,E
Other,fulltime,Retired,408248.8,Married,With Spouse,,,50,145254,Y,Y,F
Female,fulltime,"5242 Agencies, brokerages and other insurance related activities",43066.65,Single,Group,College,,33,145255,Y,N,E
Female,parttime,8123 Dry cleaning and laundry services,409625.44,Single,With Parent,Apprenticeship,,29,145256,N,Y,E
Male,fulltime,6213 Offices of other health practitioners,51449.64,Single,,College,,33,145257,Y,Y,F
Female,fulltime,,400000,Married,With Spouse,,,50,145258,Y,Y,E
Female,fulltime,6220 Hospitals (6221 to 6223),80921,Single,,,,66,145259,Y,Y,E
Female,fulltime,5221 Depository credit intermediation,89617,Single,With Spouse,,,35,145260,N,N,F
Female,fulltime,3116 Meat product manufacturing,68207.65,Married,With Spouse,,,62,145261,Y,Y,E
Male,fulltime,5223 Activities related to credit intermediation,38071.25,Married,With Spouse,,,67,145262,Y,Y,E
Female,fulltime,5613 Employment services,62491.95,Married,With Spouse,,,74,145263,Y,Y,F
Female,fulltime,6220 Hospitals (6221 to 6223),432591.79,Single,,Apprenticeship,,30,145264,N,Y,E
Female,fulltime,Retired,417801,Widowed,Group,,,47,145265,Y,N,E
Male,parttime,5415 Computer systems design and related services,407282.44,Single,With Parent,College,,33,145266,Y,Y,F
Female,fulltime,4851 Urban transit systems,61162.9,Divorced,Group,,,66,145267,Y,Y,E
Female,fulltime,6220 Hospitals (6221 to 6223),76198.1,Separate,With Spouse,,,45,145268,N,Y,E
Other,parttime,5221 Depository credit intermediation,412786.84,Single,With Parent,College,,33,145269,Y,Y,F
Male,fulltime,5221 Depository credit intermediation,57148.1,Married,With Spouse,,,59,145270,Y,N,E
Female,parttime,"2211 Electric power generation, transmission and distribution",424573.65,Married,With Spouse,,,66,145271,Y,Y,E
Female,fulltime,5611 Office administrative services,58509,Separate,Group,,,50,145272,N,Y,F
Female,fulltime,6211 Offices of physicians,420407,Married,With Spouse,,,38,145273,Y,Y,E
Female,fulltime,4451 Grocery stores,119180.25,Separate,,,,56,145274,Y,Y,E
Female,fulltime,,400000,Married,With Spouse,,,63,145275,Y,N,F
Male,fulltime,4132 Beverage wholesaler-distributors,49488.35,Married,With Spouse,,,71,145276,N,Y,E
Other,fulltime,,400000,Single,With Spouse,,,36,145277,Y,Y,E
Female,parttime,6244 Child day-care services,411643.72,Single,With Spouse,Apprenticeship,,32,145278,Y,Y,F
Male,parttime,6113 Universities,407040.55,Single,With Parent,College,,33,145279,Y,Y,E
Male,fulltime,"5418 Advertising, public relations, and related services",54012.25,Married,With Spouse,,,66,145280,N,N,E
Male,parttime,"5412 Accounting, tax preparation, bookkeeping and payroll services",413687,Married,With Spouse,,,41,145281,Y,Y,F
Other,fulltime,Retired,40390.7,Married,With Spouse,,,77,145282,Y,Y,E
Female,fulltime,6111 Elementary and secondary schools,59539,Divorced,,,,36,145283,Y,Y,E
Male,fulltime,4421 Furniture stores,102223.8,Divorced,,,,65,145284,N,Y,F
Other,fulltime,,35534.4,Single,Group,Secondary,1,31,145285,Y,N,E
Female,fulltime,3116 Meat product manufacturing,56907.4,Married,With Spouse,,,49,145286,Y,Y,E
Male,parttime,7221 Full-service restaurants,406646.53,Married,With Spouse,Apprenticeship,,32,145287,Y,Y,F
Male,fulltime,7221 Full-service restaurants,88204.65,Married,With Spouse,,,64,145288,N,Y,E
Male,fulltime,Retired,426488.7,Married,With Spouse,,,53,145289,Y,Y,E
Male,parttime,5614 Business support services,410735.89,Single,With Parent,College,,25,145290,Y,N,F
Female,fulltime,Retired,418642.4,Widowed,Group,,,46,145291,Y,Y,E
Male,fulltime,"9130 Local, municipal and regional public administration (9131 and 9",40266.1,Divorced,With Spouse,,,55,145292,N,Y,E
Male,fulltime,9120 Provincial and territorial public administration (9121 to 9129),35883.4,Married,With Spouse,,,66,145293,Y,Y,F
Female,fulltime,,400000,Married,With Spouse,,,39,145294,Y,Y,E
Male,fulltime,,400000,Single,,Secondary,1,32,145295,Y,N,E
Female,fulltime,5611 Office administrative services,39009.3,Married,With Spouse,,,45,145296,N,Y,F
Female,parttime,"5416 Management, scientific and technical consulting services",419590.78,Single,Group,Apprenticeship,,28,145297,Y,Y,E
Female,fulltime,4541 Electronic shopping and mail-order houses,70644,Single,Group,,,40,145298,Y,Y,E
Male,fulltime,6116 Other school and instruction,61393.9,Married,With Spouse,,,62,145299,Y,Y,F
Other,fulltime,6111 Elementary and secondary schools,95205.2,Single,,,,65,145300,N,N,E
Other,fulltime,9120 Provincial and territorial public administration (9121 to 9129),421527,Single,With Parent,,,35,145301,Y,Y,E
Other,parttime,5415 Computer systems design and related services,420022.2,Divorced,With Parent,,,51,145302,Y,Y,F
Male,fulltime,,400000,Married,With Spouse,,,60,145303,Y,Y,E
Female,fulltime,Retired,55932.8,Widowed,,,,48,145304,N,Y,E
Other,fulltime,4851 Urban transit systems,154424.6,Married,With Spouse,,,44,145305,Y,N,F
Male,fulltime,5312 Offices of real estate agents and brokers,143895.4,Divorced,,,,53,145306,Y,Y,E
Male,fulltime,Retired,431197.6,Single,Group,,,43,145307,Y,Y,E
Male,fulltime,"5418 Advertising, public relations, and related services",420335.59,Married,With Spouse,Apprenticeship,,34,145308,N,Y,F
Female,fulltime,,400000,Single,With Parent,Middle,1,27,145309,Y,Y,E
Male,fulltime,8129 Other personal services,77214.5,Single,,,,51,145310,Y,N,E
Female,parttime,"5418 Advertising, public relations, and related services",413200,Married,With Spouse,Apprenticeship,,30,145311,Y,Y,F
Male,fulltime,5613 Employment services,67658.8,Married,With Spouse,,,43,145312,N,Y,E
Male,fulltime,3222 Converted paper product manufacturing,53395.7,Single,With Parent,,,67,145313,Y,Y,E
Female,fulltime,,400000,Married,With Spouse,,,55,145314,Y,Y,F
Female,fulltime,,400000,Single,With Parent,Secondary,1,27,145315,Y,N,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,29,145316,N,Y,E
Female,fulltime,Retired,424737.3,Separate,Group,,,41,145317,Y,Y,F
Male,fulltime,,400000,Married,With Spouse,,,45,145318,Y,Y,E
Male,parttime,"5242 Agencies, brokerages and other insurance related activities",407964.22,Single,With Parent,Apprenticeship,,27,145319,Y,Y,E
Male,fulltime,5241 Insurance carriers,57256.1,Married,,,,46,145320,N,N,F
Other,fulltime,5221 Depository credit intermediation,86819.25,Married,With Spouse,,,62,145321,Y,Y,E
Male,fulltime,Retired,414014.7,Married,With Spouse,,,47,145322,Y,Y,E
Female,fulltime,5415 Computer systems design and related services,40066,Single,With Spouse,,,37,145323,Y,Y,F
Other,parttime,"8139 Business, professional, labour and other membership organizatio",411027.94,Single,With Parent,College,,25,145324,N,Y,E
